8.414, -1.0, 1.0, 257.0, 2.11, -4.76, -119.02, 136.0, -432.0, -280.0, -80.0, -918.0, 7343.0
8.432, -1.0, 1.0, 257.0, 2.1, -4.75, -119.07, 137.0, -433.0, -280.0, -80.0, -918.0, 7343.0
8.452, -1.0, 1.0, 257.0, 2.1, -4.74, -119.11, 136.0, -433.0, -280.0, -80.0, -918.0, 7343.0
8.472, -1.0, 1.0, 257.0, 2.1, -4.74, -119.16, 136.0, -434.0, -281.0, -80.0, -918.0, 7343.0
8.493, 0.0, 1.0, 257.0, 2.1, -4.73, -119.2, 137.0, -433.0, -279.0, -80.0, -918.0, 7343.0
8.512, 0.0, 0.0, 257.0, 2.1, -4.75, -119.24, 136.0, -434.0, -280.0, -80.0, -918.0, 7343.0
8.535, -1.0, 1.0, 257.0, 2.07, -4.76, -119.28, 137.0, -432.0, -279.0, -110.0, -946.0, 7337.0
8.552, -1.0, 1.0, 256.0, 2.07, -4.75, -119.33, 137.0, -433.0, -278.0, -110.0, -946.0, 7337.0
8.572, -1.0, 0.0, 257.0, 2.07, -4.75, -119.38, 137.0, -435.0, -280.0, -110.0, -946.0, 7337.0
8.592, -2.0, 1.0, 256.0, 2.05, -4.74, -119.42, 138.0, -433.0, -279.0, -110.0, -946.0, 7337.0
8.612, -1.0, 1.0, 257.0, 2.05, -4.71, -119.47, 136.0, -435.0, -279.0, -110.0, -946.0, 7337.0
8.632, -1.0, 1.0, 258.0, 2.05, -4.7, -119.52, 137.0, -434.0, -281.0, -110.0, -946.0, 7337.0
8.654, -1.0, 1.0, 257.0, 2.06, -4.7, -119.56, 138.0, -434.0, -280.0, -100.0, -954.0, 7353.0
8.672, -1.0, 1.0, 257.0, 2.06, -4.69, -119.6, 138.0, -435.0, -280.0, -100.0, -954.0, 7353.0
8.692, -1.0, 1.0, 256.0, 2.06, -4.69, -119.64, 137.0, -434.0, -280.0, -100.0, -954.0, 7353.0
8.712, -1.0, 1.0, 257.0, 2.06, -4.68, -119.68, 136.0, -433.0, -280.0, -100.0, -954.0, 7353.0
8.732, 0.0, 0.0, 257.0, 2.06, -4.68, -119.72, 137.0, -434.0, -280.0, -100.0, -954.0, 7353.0
8.752, -1.0, 1.0, 257.0, 2.04, -4.69, -119.76, 137.0, -432.0, -279.0, -100.0, -954.0, 7353.0
8.774, -1.0, 1.0, 257.0, 2.04, -4.68, -119.79, 135.0, -433.0, -280.0, -93.0, -925.0, 7418.0
8.793, -1.0, 1.0, 257.0, 2.04, -4.68, -119.83, 137.0, -434.0, -281.0, -93.0, -925.0, 7418.0
8.812, -1.0, 1.0, 257.0, 2.04, -4.67, -119.86, 138.0, -435.0, -280.0, -93.0, -925.0, 7418.0
8.833, -1.0, 1.0, 257.0, 2.04, -4.67, -119.89, 136.0, -435.0, -281.0, -93.0, -925.0, 7418.0
8.852, -1.0, 0.0, 258.0, 2.04, -4.66, -119.92, 137.0, -433.0, -280.0, -93.0, -925.0, 7418.0
8.872, -1.0, 1.0, 257.0, 2.02, -4.66, -119.95, 136.0, -434.0, -281.0, -93.0, -925.0, 7418.0
8.894, 0.0, 1.0, 257.0, 2.02, -4.65, -119.98, 136.0, -433.0, -280.0, -102.0, -936.0, 7370.0
8.912, 0.0, 0.0, 257.0, 2.02, -4.67, -120.01, 137.0, -434.0, -280.0, -102.0, -936.0, 7370.0
8.932, -1.0, 1.0, 257.0, 2.0, -4.68, -120.03, 137.0, -433.0, -279.0, -102.0, -936.0, 7370.0
8.952, -1.0, 1.0, 257.0, 2.0, -4.67, -120.06, 137.0, -433.0, -281.0, -102.0, -936.0, 7370.0
8.972, -1.0, 0.0, 257.0, 2.01, -4.66, -120.09, 135.0, -433.0, -280.0, -102.0, -936.0, 7370.0
8.992, -1.0, 1.0, 256.0, 1.98, -4.65, -120.11, 135.0, -432.0, -278.0, -102.0, -936.0, 7370.0
